timestamp,date,time,time(ms),GSR,GSR_z,SCR,SCR_z,PPG,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise,Emotion,Leye_X,Leye_Y,Reye_X,Reye_Y,Leye_open,Reye_open,Left_eye_h,Right_eye_h,Left_brow_h1,Right_brow_h1,Left_brow_h2,Right_brow_h2,Between_brows,Left_chin_length,Right_chin_length,Mouth_width,Mouth_inner_height,Mouth_outer_height
15803188.0,2025-01-15,15:59:06,1736924346902,0.7377059641868001,-1.3693556187554852,0.0,0.0,0.0,0.07764675,0.007843811,0.21740359,0.0259015,0.19918002,0.08898753,0.38303676,Surprise,264.0,216.0,346.0,214.0,1.0,1.0,12.0,11.0,26.627053911388696,30.610455730027933,32.55764119219941,37.12142238654117,24.186773244895647,42.941821107167776,69.72087205421343,59.00847396772772,3.0,26.0
15809741.0,2025-01-15,15:59:08,1736924348410,0.7514211618090358,-1.9785924104538364,0.000943846697454731,0.12087872491811467,0.0,0.10235127,0.009113225,0.20891474,0.03084156,0.3158458,0.14757386,0.1853595,Neutral,265.0,222.0,347.0,220.0,1.0,1.0,8.0,9.0,30.01666203960727,34.40930106817051,34.20526275297414,37.16180835212409,26.0768096208106,42.5440947723653,67.60177512462228,58.00862004909271,3.0,26.0
15816294.0,2025-01-15,15:59:08,1736924348555,0.7523650085064906,-1.9772908100257922,0.0008917529708576399,0.10929861972393749,0.0,0.1146635,0.010351313,0.20977634,0.022115013,0.3259404,0.16433305,0.1528204,Neutral,264.0,217.0,346.0,216.0,1.0,1.0,10.0,11.0,26.627053911388696,30.610455730027933,31.04834939252005,34.88552708502482,24.08318915758459,43.382023926967726,70.8590149522275,57.0087712549569,3.0,27.0
15822847.0,2025-01-15,15:59:08,1736924348698,0.7532046677507511,-1.9761328880510818,0.0007289229720013335,0.07310254317699547,0.0,0.096765764,0.009786846,0.22276418,0.03255704,0.2517795,0.121456884,0.26488978,Surprise,262.0,215.0,344.0,213.0,1.0,1.0,11.0,11.0,25.238858928247925,29.73213749463701,31.04834939252005,34.438350715445125,25.079872407968907,41.593268686170845,71.84705978674423,58.0,3.0,27.0
15829400.0,2025-01-15,15:59:08,1736924348853,0.7538228544504932,-1.9752803851232597,0.00048313737043859106,0.0184659620138884,0.0,0.08034816,0.008008177,0.21473785,0.029517513,0.22982572,0.09759345,0.3399691,Surprise,260.0,214.0,342.0,211.0,1.0,1.0,11.0,12.041594578792296,25.55386467836128,29.73213749463701,31.78049716414141,36.23534186398688,25.079872407968907,42.5440947723653,72.44308110509934,57.0,3.0,27.018512172212592
15835953.0,2025-01-15,15:59:09,1736924349006,0.7541709424916283,-1.9748003584996985,0.00022959161108104809,-0.03789565303443552,0.0,0.07931643,0.007945154,0.21468578,0.029690647,0.22445406,0.09540794,0.34849992,Surprise,260.0,214.0,341.0,212.0,1.0,1.0,11.0,12.0,25.238858928247925,29.73213749463701,31.78049716414141,35.77708763999664,26.0768096208106,41.182520563948,74.43117626371358,56.00892785976178,4.0,27.0
15842506.0,2025-01-15,15:59:09,1736924349178,0.7542820376726553,-1.974647154027438,1.904526676810292e-05,-0.08469877069677414,1325.2747252747251,0.07121199,0.0076975236,0.21618545,0.03212504,0.14908195,0.07254559,0.45115247,Surprise,261.0,215.0,343.0,213.0,1.0,1.0,11.0,12.0,25.238858928247925,29.8328677803526,31.78049716414141,36.23534186398688,24.08318915758459,43.41658669218482,73.68174807915459,57.0,3.0,26.0
15849059.0,2025-01-15,15:59:09,1736924349335,0.7542090330251645,-1.9747478302078807,-0.00013826394038923828,-0.1196676102459943,1343.5897435897434,0.0679002,0.0072941096,0.21174203,0.03195891,0.15429625,0.0701732,0.4566353,Surprise,262.0,216.0,344.0,213.0,1.0,1.0,12.041594578792296,13.038404810405298,26.0768096208106,29.8328677803526,32.7566787083184,36.23534186398688,25.079872407968907,42.485291572496,73.55270219373317,56.0,3.0,28.0
15855612.0,2025-01-15,15:59:09,1736924349478,0.7540055097918769,-1.9750284964731528,-0.00024217874237081327,-0.1427672119981547,1309.89010989011,0.085181385,0.009000813,0.22599426,0.028087676,0.1944684,0.09444998,0.36281738,Surprise,262.0,216.0,344.0,214.0,1.0,1.0,11.0,11.0,25.238858928247925,29.068883707497267,32.01562118716424,35.35533905932738,23.08679276123039,41.14608122288197,70.71067811865476,57.0087712549569,3.0,27.0
15862165.0,2025-01-15,15:59:09,1736924349632,0.7537246755404229,-1.975415777567517,-0.00029587211797593715,-0.1547029090264514,1253.479853479853,0.08462422,0.009057458,0.22764444,0.026979191,0.18341658,0.091106564,0.3771716,Surprise,263.0,215.0,345.0,214.0,1.0,1.0,10.04987562112089,11.04536101718726,26.627053911388696,29.8328677803526,31.78049716414141,36.23534186398688,25.079872407968907,44.29446918070021,72.00694410957877,57.0,4.0,27.0
