timestamp,date,time,time(ms),GSR,GSR_z,SCR,SCR_z,PPG,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise,Emotion,Leye_X,Leye_Y,Reye_X,Reye_Y,Leye_open,Reye_open,Left_eye_h,Right_eye_h,Left_brow_h1,Right_brow_h1,Left_brow_h2,Right_brow_h2,Between_brows,Left_chin_length,Right_chin_length,Mouth_width,Mouth_inner_height,Mouth_outer_height
1078253.0,2025-02-05,13:40:29,1738730429448,2.667483503720437,-1.5543544313735331,0.0,0.0,1200.0,0.23091367,0.024736056,0.21523671,0.017514497,0.18271023,0.29211965,0.036769245,Sad,296,222,370,220,1,1,7.0,7.0710678118654755,22.80350850198276,24.20743687382041,25.0,27.294688127912362,25.019992006393608,40.311288741492746,56.32051136131489,54.0,5.0,24.0
1084806.0,2025-02-05,13:40:32,1738730432004,2.7743589743589743,-1.2530967083523956,0.10687547063853708,1.0,1517.9487179487178,0.20238377,0.014056347,0.14036839,0.0045473953,0.2831401,0.3469241,0.008579905,Sad,318,210,394,213,1,1,7.0710678118654755,7.0710678118654755,23.853720883753127,26.40075756488817,30.463092423455635,30.364452901377952,26.019223662515376,46.95742752749558,49.040799340956916,56.08029957123981,3.0,24.08318915758459
1091359.0,2025-02-05,13:40:32,1738730432179,2.8109890109890108,-1.0821724829466293,0.0366300366300365,-0.2526791720513331,1398.5347985347985,0.23844743,0.023851726,0.15580557,0.007536676,0.21060461,0.35509267,0.008661333,Sad,324,206,399,211,0,0,5.0990195135927845,6.082762530298219,24.166091947189145,23.430749027719962,30.4138126514911,31.953090617340916,22.02271554554524,41.593268686170845,50.24937810560445,58.034472514187634,6.0,24.08318915758459
1097912.0,2025-02-05,13:40:32,1738730432338,2.8036630036630035,-0.973029348162224,-0.0073260073260073,-0.9147578211027874,1263.7362637362637,0.11587724,0.004301593,0.08373632,0.0050685764,0.4836497,0.3040151,0.0033515077,Neutral,322,195,396,198,1,1,8.246211251235321,8.06225774829855,24.186773244895647,24.839484696748443,30.870698080866262,31.304951684997057,19.026297590440446,42.15447781671598,54.589376255824725,54.147945482723536,2.0,23.0
1104465.0,2025-02-05,13:40:32,1738730432493,2.7567765567765568,-0.901535376630565,-0.04688644688644672,-1.2496584615758846,1742.8571428571427,0.19981843,0.011963175,0.11998733,0.0029297073,0.29402986,0.3668176,0.004453811,Sad,322,195,397,199,0,0,6.082762530298219,6.082762530298219,25.495097567963924,25.612496949731394,31.76476034853718,32.69556544854363,18.0,45.18849411078001,51.35172830587107,56.22277118748239,2.0,24.08318915758459
1111018.0,2025-02-05,13:40:32,1738730432639,2.7172161172161173,-0.8452152014285761,-0.03956043956043942,-0.9217424535542338,1535.5311355311355,0.23109564,0.028543489,0.22583511,0.08152307,0.124963805,0.26115447,0.046884425,Sad,322,199,399,204,1,1,9.219544457292887,9.0,23.600847442411894,26.1725046566048,29.154759474226502,30.364452901377952,27.018512172212592,46.52956049652737,52.952809179494906,57.21887800367987,6.082762530298219,27.073972741361768
1117571.0,2025-02-05,13:40:32,1738730432792,2.6864468864468862,-0.7985614110281687,-0.030769230769231104,-0.6700150339470989,1411.7216117216117,0.1914573,0.017668793,0.19261947,0.01509708,0.25991297,0.2901098,0.033134628,Sad,320,210,399,213,1,0,7.0710678118654755,6.082762530298219,25.238858928247925,26.248809496813376,29.966648127543394,31.016124838541646,25.0,43.829214001622255,51.19570294468082,60.07495318350236,5.0,26.019223662515376
1124124.0,2025-02-05,13:40:32,1738730432957,2.66007326007326,-0.7595705493162265,-0.02637362637362628,-0.5332780005833779,1342.8571428571427,0.23055214,0.016870776,0.123069346,0.002852179,0.24376127,0.37922415,0.003670144,Sad,320,201,397,204,0,0,6.0,6.0,25.553864678361276,28.844410203711913,34.539832078341085,34.48187929913333,24.0,48.104053883222775,50.21951811795888,58.034472514187634,2.0,25.019992006393608
1130677.0,2025-02-05,13:40:33,1738730433106,2.6498168498168497,-0.722897659662967,-0.01025641025641022,-0.18395100854818172,1661.5384615384614,0.22339022,0.01279545,0.10621695,0.0014620126,0.26961666,0.3841721,0.0023465725,Sad,312,199,388,201,1,1,8.06225774829855,8.0,23.323807579381203,27.80287754891569,32.69556544854363,32.89376840679705,23.0,45.31004303683677,52.392747589718944,56.0357029044876,1.0,24.020824298928627
1137230.0,2025-02-05,13:40:33,1738730433270,2.638095238095238,-0.6920701867610649,-0.01172161172161168,-0.20486277271957257,1490.8424908424906,0.20727848,0.00897251,0.08984944,0.00080203894,0.29103896,0.4006808,0.0013777711,Sad,311,202,384,201,0,0,6.0,6.0,22.47220505424423,26.076809620810597,32.69556544854363,34.438350715445125,17.029386365926403,45.69463863518345,52.630789467763066,55.0,1.0,22.0
1143783.0,2025-02-05,13:40:33,1738730433423,2.621978021978022,-0.6667732382718795,-0.01611721611721606,-0.29183639705287207,1309.89010989011,0.21018788,0.008213545,0.085070096,0.0005242205,0.30809098,0.38661876,0.0012944746,Sad,312,202,384,198,0,1,6.0,6.082762530298219,22.02271554554524,26.627053911388696,30.870698080866262,31.76476034853718,16.1245154965971,49.040799340956916,49.9799959983992,53.08483775994799,0.0,21.02379604162864
1150336.0,2025-02-05,13:40:33,1738730433572,2.646886446886447,-0.6328034270926847,0.02490842490842482,0.66370697350733,1298.9010989010987,0.22209471,0.011598032,0.09971302,0.0011175965,0.27549088,0.38807246,0.0019133145,Sad,312,207,386,203,0,0,6.0,6.0,23.600847442411894,26.076809620810597,31.78049716414141,31.76476034853718,18.027756377319946,47.53945729601885,49.39635614091387,56.08029957123981,1.0,22.02271554554524
1156889.0,2025-02-05,13:40:33,1738730433721,2.6923076923076925,-0.5958539232611985,0.045421245421245704,1.0733892091795392,1605.128205128205,0.22987644,0.012025661,0.09941699,0.0009516724,0.2718885,0.3839172,0.001923604,Sad,317,203,390,201,1,1,7.0,8.06225774829855,22.80350850198276,25.238858928247925,30.463092423455635,31.76476034853718,18.110770276274835,47.92702786528704,49.64876634922564,55.00909015790027,0.0,21.0
1163442.0,2025-02-05,13:40:33,1738730433864,2.6952380952380954,-0.5747763229696936,0.00293040293040292,0.02426671488895046,1465.201465201465,0.20751931,0.010500406,0.102689855,0.0013533501,0.2972585,0.3782462,0.0024323645,Sad,318,207,392,206,0,1,6.0,7.0710678118654755,24.413111231467404,26.076809620810597,31.38470965295043,30.870698080866262,20.0,47.92702786528704,48.38388161361178,55.00909015790027,0.0,22.0
1169995.0,2025-02-05,13:40:34,1738730434020,2.654212454212454,-0.5694669754825624,-0.041025641025641324,-1.0231219378513388,1263.7362637362637,0.20386653,0.0112670995,0.11207325,0.0020217458,0.30250508,0.3646546,0.0036116906,Sad,319,206,392,204,1,1,9.055385138137417,9.055385138137417,22.80350850198276,25.0,30.463092423455635,30.463092423455635,21.02379604162864,47.4236228055175,48.08326112068523,55.00909015790027,1.4142135623730951,22.0
1176548.0,2025-02-05,13:40:34,1738730434187,2.6864468864468862,-0.541977133325926,0.03223443223443212,0.7997300802272893,1205.8608058608058,0.21387,0.012785205,0.11955633,0.0021120582,0.28967085,0.35747993,0.004525613,Sad,317,206,391,205,1,1,10.04987562112089,10.04987562112089,23.600847442411894,25.80697580112788,30.463092423455635,30.870698080866262,20.024984394500787,46.8187996428785,47.12748667179272,55.00909015790027,1.0,22.0
1183101.0,2025-02-05,13:40:34,1738730434358,2.6849816849816848,-0.5271907937946632,-0.00146520146520146,-0.06621894709706119,1511.3553113553112,0.21777344,0.013382094,0.12044964,0.0021491393,0.27449724,0.36747178,0.004276706,Sad,318,211,392,210,0,0,6.0,6.0,24.413111231467404,26.92582403567252,29.732137494637012,29.732137494637012,25.019992006393608,47.4236228055175,48.104053883222775,55.00909015790027,1.0,22.0
1189654.0,2025-02-05,13:40:34,1738730434513,2.7040293040293046,-0.5067774628859716,0.019047619047619868,0.4619100979642845,1429.3040293040292,0.23252057,0.019625457,0.14935543,0.0047844127,0.23122522,0.35418236,0.008306519,Sad,315,215,391,214,0,0,5.0,6.082762530298219,25.0,26.627053911388696,29.732137494637012,29.732137494637012,26.019223662515376,45.69463863518345,47.75981574503821,56.00892785976178,3.0,23.0
1196207.0,2025-02-05,13:40:34,1738730434654,2.715750915750916,-0.4900268334801213,0.011721611721611236,0.2555750659779969,1478.3882783882782,0.17851754,0.0081981635,0.10062298,0.002122975,0.3363035,0.37149715,0.0027376993,Sad,310,218,386,216,0,0,6.0,7.0710678118654755,25.0,26.076809620810597,28.792360097775937,28.792360097775937,26.076809620810597,44.77722635447622,47.16990566028302,55.036351623268054,3.0,22.0
